4e6f355b-b33c-447f-b005-640564ef33d5	BREATH EASY 400GM
6e16e441-a218-41c3-a29e-4d69b0c3324c	BRITE CREAM
3b0cab85-57d6-420d-877d-ff3d99e784b7	CALDOB CREAM
b4fec9b3-7b5f-4ae0-aedf-31dd99228664	CALPOL 650 PLUS
0a90f1b3-21e8-4aff-8047-9e4ba70a1b4f	CALPOL PEAD DROPS
282633a6-bad7-45c2-914d-e9bb68cf6464	Candid Cream (30gm)
d2516ba7-76df-4dbd-b1f6-94e1b70b2a77	CANDID LOTION
7398a676-83fb-45ce-9171-43bf5b6997e6	CASTOR OIL 50ML
5eff1a6e-de52-4c3d-bf54-0152a9b53b75	CEPODEM 50 ORAL
93f31f4f-2e65-4bfe-8576-1b2816c1a0af	CEPODEM DROPS
08069855-63f8-45bb-8b65-ac911c8e6e7c	CEPODEM DT 100
a9f2b77c-0a2d-461f-bebc-dc1030b5d85f	CLINGEN FORTE SUPP
6a1dae30-bf6b-4c6f-bba1-df9d0a0ada00	CLINZEE N GEL
e5a6a5e0-67c2-49fb-810f-83c5de329c60	CLOCIP
c2910a2b-83f0-4b95-b336-a82e673f87a5	CLOCIP B 10GM
4d5cc281-455d-4004-8b28-e3c306c6f039	COFSTOP LS
f4555f4f-a109-436f-8935-b893bba49e49	COOLNAC NANO  GEL
fd2bf001-7dce-4e07-b29f-0d5b878de72c	COOLNAC S
d22897c9-e54b-4241-adb1-3afbe6584cb1	COOLNAC SP
1388f239-a7a2-4c38-a3cd-f447f4d2b4c5	COOLNAC TH
e7292a69-f1ae-476e-a147-2d753cb8c135	COTTON 25GM RAMARAJU
32a3a5b5-447d-4e21-9fd6-3857c6aee988	CYCLOPAM  DROP
93e2d52b-f1ba-4c2f-9da5-99e081f7f608	DENFAST CREAM
b2243457-256c-4511-8fdf-d7867e492de4	DENFAST PLUS SOAP
c068d981-9765-491a-bb49-74262a5b63bc	DENFAST S SHAMPOO
d6a2fbc9-eb46-4a18-a389-a8e5b954c51d	DENFAST SHAMPOO
5255ec9b-9f89-4e47-a024-c71a84d11c51	DETOL 125ML
9ae1c34c-8bdf-4026-a1f3-46bfc134e7bc	DETOL 250ML
fe8c7c7c-f575-457d-82b8-76db1faae6d3	DETOL 550ML
945b9c2a-ba8c-458f-b796-74cfd9e2224d	DETOL 60ML
40b833fd-522c-4b67-9747-1e3195a93535	DETOL SANIT 47 ML
fcb32d8f-cc2e-49aa-9c3b-ce07a2f48d6b	DETTOL 550 ML
822f55af-265c-4a69-9a9d-f39961b0226c	DEWAX EAR DROP
87e01369-59ce-412a-87d3-33d9ad1f3ef7	DIOVOL  MINT-170ML
df9e834f-1d36-4f55-8b1d-85e8059cf319	DUONASE NASAL SPRAY
ea6b3226-0dd1-4717-a4e0-7c0cb579435f	DUREX CAPSULE
0eb12437-bbae-4b14-bd7d-a59bf0205390	DUREX COD
7455cdcc-4661-49f0-aae6-a2fa4b39857e	DUREX COND
a5afe443-5492-498a-9cab-b4d1aab4a6c5	DUREX CONDOM
24238881-20a5-43c9-a71f-04fb028e2553	DUREX LOTION
cddcdab7-6fab-4123-9ef8-3232569ef5f4	DUREX SPRAY
32bf0fff-ce3c-4e03-be88-f7f828f917aa	DYTOR 100MG TAB
f0dea83f-bdb7-4214-aff1-9147e8b14441	EFFRINE DROPS
9a15c6ea-3f2f-428f-a7d2-cea0dd8da150	EMESET SYP 30ML
0847b117-f191-44db-96eb-cebc35383f38	ESDOZ 40
58143a73-46cb-4624-91c6-ad66e6631f01	ESDOZ-D
58997d66-a115-4b05-a584-e1bcbb65e347	FACE MASK
1f975d5f-a96a-438f-86a5-cc3b231e2cd2	FASTWAX EAR DROP
99549159-f4f2-4855-89b8-112bea30da7b	FEEDING BOTTLE BLOSSOM 150ML
8067217d-c5fa-4c54-8908-0fbda1ba338d	FEEDING BOTTLE BLOSSOM 250ML
f2d42ab2-0f1a-45a5-8f50-5010ab8fd9f6	FEEDING BOTTLE SPARKLE 120ML
fefacac1-7b1a-4c2c-b2a0-2ff343379aa0	FEEDING BOTTLE SPARKLE GLASS SIPPER 250ML
bd75e99c-8c1e-4507-ac09-69b7899913ee	FLUTICLEAR NASAL SPRAY
55ce6f1b-81a1-47f0-ae41-206e37963b84	FNR-10
ccb9e8c1-8bad-433a-985b-995dbd668ee6	FORACORT 100 ROTACAP
c9c92cb0-0806-4f63-9a2c-b7e121060471	FORACORT 200 R/C
d5705ecb-7667-4165-829e-70a775ad439c	FORMOFLO 250 TRANSCAPS
68260b8a-8844-43c0-a43a-e515d8294415	FOURTS B SYP
9bb94203-8f6a-4f4e-9647-6ff47ca6051a	FUSIWAL OINT 15GM
34f80cd6-d397-4702-9717-9c1a55935ae6	GARLIC PEARLS
7d530224-0c86-4c54-bd17-d96b547a7634	GEMER 3
9b218e4e-b118-4236-be5e-2aabbb012484	GEMER 4 TAB
945d9e0d-457f-44b1-ae5b-72da74416654	GLIMISAVE M 0.5
a6dbd0fe-c1cc-45f8-8fa9-5296c28be086	GLIMISAVE M2
b24ac84e-e0dd-4c1f-98d2-84a3cb4821b8	GLIMISAVE M3
5216dfce-d764-427e-a34d-ac86f45d5a3a	GLOVES L
2e4091db-ea5e-48a1-a3a4-7b42caa4907f	GLOVES MEDIUM
8b260fb4-448a-49f8-ba99-beb70a25f9f7	GLYMED 75GM
f47a1eae-5703-4e01-9cc7-f86a51c469b0	GPI-B3GI 75
99f7f4f9-f8c2-46fb-bd86-27d10bae5487	GUARD RAZOR 14
5b131236-1418-4278-a351-a1b9c7358c42	GUARD RAZOR 28
b5660f80-a34f-4d68-bc12-fa6fe777af91	GUARD RAZOR 4S
4dc5f2a9-d519-43ab-a088-7a800ef249d0	GUARD RAZOR 84
f1f407b5-5c27-4e1f-be5c-8808477add92	GUARD RAZOR VENUS
46df9949-b63c-4fa1-ad49-5633178dceba	HEAD AND SHOULDER SHAMPOO
d11cd9aa-a599-4988-92fe-8d2d2413804c	HIFEX RED NANO GEL
6f45b4a1-8bdb-4fc7-a9a4-d2e16a0b91f1	HOUSEHOLD GLOVES M
c10d63b3-3d45-4d40-b50c-527ce98e44eb	HUMINSULIN NPH 40
09b834ed-7a08-4083-af03-c182f5725f11	HUMINSULIN REGU 40
40232565-9435-4f9a-82fe-16c1adcdb4d9	HUNTRDE XT
915b42a4-a097-4109-a848-4d240f739c1a	IN SHAPE MOMS
03ebbff0-530b-4f8f-a7d9-7c8511277be5	K MAC LIQUID
f2f22e06-bd8a-4cce-b1a5-b54fa5b67473	KEVON SOAP
1acb7030-6dd1-4460-ac9b-49233126367c	KEYLYTE SYP 200ML
07a57659-bbbb-4604-91ac-0afd5f188746	KNEE CAP M
cc03e8ab-0a1e-4eed-9924-6da3d2a1b0fc	KNEE CAP S
1cab0597-ce04-4c67-97f4-493e7437601a	LACTODEX 1 200G STARTER
6f6e2852-d652-42da-877f-7fced912b506	LACTODEX 1 450G
52ee42ad-b80b-434f-9e10-a6154b35d73d	LACTODEX 3
e94666ba-1993-457b-b4c1-89fcacbe35ab	LACTODEX LBW
ca09983c-3b6a-421c-881e-5ec2c561d4a0	LAXOPEG GRNULE
59f6bd94-bb4e-4d6b-a035-d49678b88748	LEOZOLE POWDER
4d7544aa-ae91-40a5-aca5-e673952104bb	LUBRIGEL EYE OINT
ed31e85d-1efb-402f-8ed4-3b9bc83265f0	LULIFIN MAX CREAM
c2bf07ee-182c-43d9-a30c-6efa47f09718	LUPICREPE BANDAGE 10CM
8091577a-98c4-4d76-a112-b11a2c541c67	LUPICREPE BANDAGE 15CM
cd51e725-1005-4eb6-97d4-b5c6f55f04e1	LUPICREPE BANDAGE 6CM
1af44f38-d568-41e2-b4fb-6c43178b901d	MAGNISUM SULPHATE PASTE
6401f6d4-e32f-4e16-90e6-e0ab3f278397	MASK KID
0456cb82-d182-4434-8818-2a9ddd817d33	MEFEX  500
ee1a4d30-c7df-4fab-b7d3-65fc8e4c6c45	MENSTRUAL CUP P DAYS L
b30835a1-6894-4800-89f3-07343a41ca59	MENSTRUAL CUP P DAYS M
803d91bb-7cac-4fc8-a8f7-1264e361b489	MENSTRUAL CUP P DAYS S
981b321b-c1a2-48ef-9691-e0aee43a2297	METROGYL GEL 2%
edd4797a-af53-4db5-8546-7a747a5e7600	MICROCEF 200 DT
cc7060e9-b49e-452d-9253-8af0b52dbb40	MICROPOROUS 25MM
2183d250-1f5b-4229-874d-0d4fca790ce5	MICROPROUS  2 IN
6e66a7e8-b339-45d2-9da2-b5843b076d44	MOON SUS
ef82e536-4efe-44c4-8ca6-9dafab1d4d33	MOUTH FRESH
1b40772c-1979-41cf-a26f-2ed24badaa87	MOXIKIND CV DRY SYP
3d62fd75-7389-4dd3-ad12-680ac077153f	MOXITAK EYE DROPS
c71f1a5e-40e4-4ff2-a4f9-b6da0d386cab	MPCORT 8
3b832d32-fca4-4971-8589-d320a7efa67a	MUPIMET OINTMENT 5
f0a75457-992c-4111-92ff-c1f63639fcea	N C DERM
feb27baa-4350-4152-994b-7d943ec2bb22	NASIVION P
2f24314b-ae1a-4585-a2c7-d4d867e16555	NATUROGEST GEI 8%
633a0732-4eaf-4072-996a-70a48767a8a3	NEXITO 5
cf1eef78-ed0e-4d01-80fd-8f6750328221	NICOTEX 4MG MINT PLUS 12'S
5bf26b78-8fe9-407e-9f4a-ace67e40e01e	NIFTAS 50
a2ff72f1-b8d5-4772-bec3-d0a936e3b150	NIPPLE S
591d465c-8099-4627-99db-f87e090b6796	NOVOFINE NEEDLE 32GM
f11efd39-58ff-4672-b581-cf00eb9151d4	NUTROLIN B PLUS CAP
4547e943-32d7-4eae-8565-c655ca820026	OB 3IN1 SENS+CD
afde39a6-3412-456b-a402-149d62f852ce	OB 3IN1GP CARD
14c77a0d-f147-4f47-bcc3-ad62c0545bc3	OLIVE OIL G 100ML
aedc5867-6dd4-4bb1-9e33-bc12620abe00	OLIVE OIL R
e177083f-2812-40bd-8bdb-609968cc3f1d	OMNIDENT PASTE 70GM
916c31fa-c3d8-479f-8230-4393cf973067	OMNIGEL SPRAY 55GM
3fec53fd-2e03-479e-8a9e-cc44ee82d820	ORTHO HERB OIL 100ML
871a5e82-41af-4c52-9a46-e89bcd8724fd	OTOFIT EAR DROP
8c957f9d-6281-4916-bf58-b9d8ea125ea4	P 250 SYRUP
03c97cad-86ad-427a-b040-40af3f073133	PANDOZ 40
1bbe9247-854b-4b35-bfa6-97aa4647fb87	PANX
25ffff45-9cc7-4c31-93c4-6f73f42fe5c1	PANX D
40832a0b-25c6-41eb-a972-8c0969dba43d	PARAMET M TAB
b3ad1502-29ef-4e9a-8325-c8f1af998073	PARKIN
339c26c4-f58f-4123-a53a-5d9c54acc437	POTTASSIUM PERMANGANATE 20GM
012ffb30-9ab1-4852-b994-b7b3d69c7699	PREGASK TEST KIT
fe6bbc2b-b294-4a11-b166-e49ef1d6a6a0	PROLOMET AM 50
39b34126-f3b8-415c-86cc-16843ea5a140	PROLOMET XL 12.5
2d72f488-6259-4fa3-84fc-7b8743f46391	QUARDRAJEL 30GM
abebef5f-6da8-4b09-824f-85f0a241221c	RACIPER PLUS
2c5bdd56-d215-423c-8311-ddd4f0617c02	REDEEM SYP
0bacc6e1-5577-40bc-9185-56f0f46d8e21	RENERV G CAP
08c3fb1f-caaf-46a6-bbee-c48f40759dd1	RENERVE P CAP
52b374fe-4f2b-4742-9c5a-a0ee9c9df96a	RENERVE PLUS BT CAP
407f03cd-041c-45ed-9148-7192dc2dfd07	REPACE H
87b096f6-c94c-4e94-9361-6c48f2bc9de3	ROLEER BANDAGE 10CM
182e9e8a-b428-44f8-beda-5b916b64e11e	ROSUVAS F 10
cce4930e-efd3-41fa-9581-044ceea27c14	ROZAVEL 10
69f9e6aa-8a80-435e-9b56-a1cd92c6c046	SEBIFIN CREAM 30GM
bc56b7ca-4b6d-444e-a155-363bef352698	SERLIFT 25 TAB
0ef4f392-f2bc-42a0-9906-e906b348a9e2	SERLIFT 50 TAB
09317b3e-9b2b-4cc6-a560-3b7e758554a9	SHY NM PASTE 70GM
8e633a54-3945-4c5e-bcf6-ebb324f4a94b	SIMILAC 3
1b8d2e34-a65a-44fb-822a-3de0f601cdbf	SUCRACE O
f750c7c5-33e6-4211-9627-a95cc73f4cdb	SUCRAFEX-O
b74c6155-8016-4b42-8bc3-45e2321ea613	TAZLOC BETA 25
55487f97-a2ae-4ec5-b898-2b20963de88e	TRIFER DROPS
e58d68d1-1ca1-410a-8694-d3dae0a6f349	TRIODERM 10GM
cd0b47ca-728b-4bfc-924a-811b50ea06c0	TUSQ DX LIQ
59a8b823-a848-44d8-8d92-4a0da25c7093	ULCICARE SUS
648e900f-d6d4-48eb-8ebf-7b63a677df78	VAPORIZER
503b2981-e098-4cdd-b077-5223455ca988	VENTRYL 60ML EXP
136b62e1-cf76-4609-9709-80213ccac395	VERTINAL 16
67173cfd-eb30-428d-a2ff-969706617443	VERTINAL 8
41f45b34-e6bf-4e70-bf62-7f90834bf393	VICKS  BABY RUB 25GM
200433e0-718e-48d8-b7b9-72ef80b33542	VICKS BABY RUB
0fe57445-3b85-4b0f-bd64-2b0fe413de62	VICKS BABY RUB 10MG
d76d2cc7-0d90-4164-9b55-0c059508204c	VICKS INHALER 2S
2ac819f5-3171-49a6-a89c-7a937b28f1aa	VICKS VAPORUB 10 ML
66fbc077-c826-4f76-9d38-fe62ceed9e67	VICKS VAPORUB 105MG
afcf7443-61fb-4a7d-8545-c7c85cb8329a	VICKS VAPORUB 10MG
cc1f1678-b57c-45ab-bb7b-a380e9712f1c	VICKS VAPORUB 25 ML
181ebad9-eb8a-44e1-9028-2136779a5740	VICKS VAPORUB 5 ML
58eb7f24-bbed-4f7e-b42b-bb666e02429e	VICKS VAPORUB 50MG
e4585b51-c899-4587-98bb-27f8d8c46ec6	VICKS VAPORUB STRONG10 ML
a7d87074-c938-46ff-bfb7-15b26aabaef1	VILDANA- M500 TAB
3f4f4fe2-605c-487c-b359-16c2cd98ae0d	VITCOSE D 100GM
c3176ca4-77c8-4ac1-bd3f-00744787be5d	VITCOSE D 200 GM
962a9270-403e-488c-9432-1925f3395ba7	VITCOSE D 50 GM
b2db5c57-513d-47ec-895c-1125de6d2088	VOVERAN SR 75
be8e3588-4ff6-4173-92a5-3ed83d8e9039	WAKFREE GEL
1e92e04a-4b50-4ebb-a15b-580c6393d276	WALAPHAGE G1
42ff952e-0b39-4764-8f6e-2fd1689fb2b3	WALPHAGE G2 TAB
e2362fd1-e8f1-4fde-a12d-a5aa08a47866	WALPHAGE SR 1000 TAB
26c71435-359b-428b-a483-9b6d3bc305d4	WALPHAGE SR 500 TAB
6bb37fe9-a757-4686-a31f-3747e802645c	WAXIT EAR DROP
2b53cf3a-9a10-4e85-be87-260abedcfbe8	WAXOLVE
647100a9-fcbd-4c3d-be67-6d888a56cce1	WAXONIL KID EAR DROP
03194ecc-64a4-4f00-8a45-01047b014f64	WHISPER CHOICE ULTR 10S
d78e8be6-947c-4643-af86-1a3757c96b38	WHISPER CHOICE WGS 6S
bc5065a8-ea08-42df-8eb1-0895a7ca5f44	WHISPER CHOICE WING 20S
94a8903f-5531-4cf4-9f94-e5acbfff76ab	WHISPER ULTRA XL 6S
01375df5-f3d7-4e45-a9eb-15d66a60c94c	WHISPPER XXL 6S
f3540549-5be9-4fa5-8137-fccb32423c66	XYLOMIST A
9768e897-bc68-46c4-82c6-ad7f6a4e5945	ZADNAC P
176c6198-a50d-4719-8c83-dc84a343d7c2	ZERODOL TH4
7656d597-6575-44d8-810f-e4535969f984	ZEROLAC 400
9eb376b4-e828-455e-972f-16a80a22fab3	ZINCOFER LIQ
cd341574-2549-41c1-8c75-c35072dbbada	ZINCOVIT SF
45f71bc8-0315-465f-bfce-425b50b88c67	ZN 20 DROP
fcc76657-0db4-4c5b-8e9f-9715d9168194	ZOFER SYP
10d5ad4e-2de9-4327-a43c-cc1b1e23963c	ZYTEE L TUBE
91f34f8c-dfec-4b28-9efb-21deb16850aa	ZYTEE RB TUBE
c3c7501e-d6fa-4ee1-a52f-f1515655cc2b	CAP ATORFIT CV 20
05cc8d2b-dbbc-4bbb-9a01-d4578d0ae209	CAP ATORSAVE CV 10
f3eac9c9-690b-44b0-aae2-eef509411e03	CAP BUDAMATE 400 TRANSCAPS
e1da7953-4573-4bfe-b2f5-378f86cf15e7	CAP DYTOR PLUS LS
7e829a9d-674c-47a6-9aad-3802181d1040	CAP FORMOFLO 100 TRANSCAPS
b2a9f055-d5c7-4ef2-ad7d-5b722e6c5a2d	CAP METOLAR-XR 25 MG
35aba052-9146-4c25-8111-44e76ea0c2cd	CAP METOLAR-XR 50 MG
d6466835-3694-44b5-a191-112254540357	CAP OMEE CAP
9e3f8b73-97e7-4856-b013-a23359c38de2	CAP PANTOCID-D
b0e0c37b-25dc-48da-844a-7bc23b4551c8	CAP REJUNURON
5150126f-56a7-4ef8-9c96-c0d73234f534	CAP VELGUT
92f14733-82e5-4e8f-a0f4-1bb977a6c7b2	CRM ACIVIR CREAM
83321524-252e-4232-9dc9-e250b8974e68	CRM BRITE LITE
1426ee23-2d31-416e-94f4-0c5c3bbab845	CRM BURNHEAL
22ec2daa-bfa6-4d12-acb1-1ebc31561287	CRM DERMASOFT 75GM
45695771-430e-4af1-b967-75ecd8404b7a	CRM DIAPER RASH CREAM  30 GM
0070044e-a400-438c-8982-8aa4a3c1145d	CRM DREZ V CREAM 30 GM
a58b334e-baef-40ac-a6fd-d50c1efe33e3	CRM FLUSID B 10GM
12464e35-d75c-4298-84c8-8b084b52244e	CRM FLUSID CREAM 10GM
571afa41-8731-43a6-98ff-bd8fe54d6d97	CRM FOURDERM 15GM
bd9a7985-c67f-42df-a716-2802f6d3223d	CRM FOURDERM 5 GM
2aea8041-a815-474e-bb11-f59856c52990	CRM FUCIBET
3a9be5fe-3208-4e7c-bc27-a612ff972a79	CRM FUCIDIN H
af59d2d0-d31c-49eb-82dd-0281ef67ac20	CRM FUDIC B NF CREAM
8be02cc2-4c36-47b3-8318-7ec6a5204c31	CRM fusiwal
4c276095-cd3e-4e35-81c3-70dfef6e0070	CRM FUSIWAL M CREAM 10GM
f3c6e806-4d10-4391-a43d-da364ef1b4fe	CRM FUSWAL B
2842bd64-1bb7-4148-ac17-734cccbe8edb	CRM HHLITE CREAM
1bc8d167-2cb0-49b9-9419-e860a32a4285	CRM IVREA CREAM
d327bea6-a394-4d51-a66a-aabb13a313cb	CRM KETO  30GM
ed3decb1-0708-43de-b571-ccc7d11c5ba8	CRM KEVON CREAM
2cfaccaf-c83c-43c0-9562-e7a1bdd3b6e2	CRM KOJIMED ULTRA CREAM 20GM
00e6ecd8-e3ca-4924-aab1-708ef697f1c0	CRM LEOZOLE B CREAM
d2dec533-86be-41e4-8ab6-eaad24c9df90	CRM LULIFIN CREAM 50
6ffd0641-ec6f-44ba-b0c0-794391443c0e	CRM MELACARE
c3f83351-12c3-4570-a27a-770a62a8d96d	CRM MELACARE FORT
7d5bc5e3-82b1-4651-8319-fb7fc633f621	CRM MOIZ CREAM
cd1e6388-aca9-4ab7-bbcf-144e106be33a	CRM MOIZ MM
a9cc9a60-ba95-45f2-a56e-357613020d21	CRM MONE
5d78374c-6218-4245-b39f-76b75bc24d61	CRM SEBIFIN PLUS 15GM
9b06a061-f9c9-4b78-b46b-7cae1b106705	CRM SURFAZ SN
775452ff-588e-47e6-a0b7-f0a5d9333f6a	CRM TAIYU SILK MOIST
f160e9a4-31ca-490d-baee-2b9be7ef0817	CRM TEZCORT CREAM
d9cc635b-f88a-4675-8fc6-028ecc888540	CRM TEZCORT GM
b067f81c-d680-417b-86b5-f3eb6720a0ad	DPS APDROPS LP
501139ab-7853-489d-a5aa-34eba912e183	DPS APDROPS-KT[H1]
2abb1744-20c0-4583-af58-5e3d6427c171	DPS APDROPS[H1]
fe884296-1930-4e61-91c4-1d8db3463594	DPS CAFTA EYE DROPS
6a63cb2c-559c-4efc-a91b-2e442c14b4a2	DPS CORIMINIC
f536dea8-0a45-43f0-ad1c-95d3205ab432	DPS NASIL
9ece4f80-019d-4e78-ac70-2c668920160d	DPS NORMO TEARS
86947cb8-5003-4277-bb91-7896d88ea7c7	DPS OLOPAT MAX EYE DROPS
20c81701-6c45-4945-8dde-7fbfb35fe70f	DPS PREDMET DROP
66d029f1-3c16-4917-acdb-a4f6d01c850b	DPS SALINA
12e0ab46-d064-481c-a032-0003942e2064	DPS SPORIDEX REDIMIX 250
b486e6b8-6d70-4430-8eb5-938acb3d536c	DPS TBN
b2dde1ff-59b7-4ee2-b744-768cc6618714	DPS TEAR DROPS
78067fae-c552-4d88-b68d-f2fcaf6e41ad	DPS UNIBROM EYE DROPS 5ML
6ecd210d-0958-493c-b939-24a377697bcc	EYE-DPS NEPAFLAM
4f0e3ee6-0a6e-498a-9e57-39cf5c280e8a	GEL ACNAY GEL
4f31504b-c3fb-48fc-a01c-07064677c6bd	GEL ADAPLE C
7371b8f1-c127-4624-8d7b-86e959eb7381	GEL CLEARGEL
98c0a2c5-608b-470a-9057-bc8f397e1f7e	GEL HIFEX 30 GM
137262fc-c881-4710-a1bf-f57b068a9c40	GEL PANTHA GEL OPTHALMIC
5b2dfe01-ddf8-443e-a98d-bcdab0e1cff1	GEL RELAXYL
66322e27-ae07-42f8-b7da-fe415f52036c	INHL FORGLYN PLUS
ecc11a49-8390-43e0-becc-80223c0660c8	INHL SEROFLO 250
593f3062-0539-4c15-b4b5-5027556e2436	INJ HUMAN ACTRAOID 40
1c99d04c-8cef-4ac8-8d6b-2042e9c78d7c	INJ HUMINSULIN 30/70
e9210cc7-4b70-40d9-bd06-7166b899c7ca	INJ LANTUS CATRIDGE
cf8b3f6c-d16a-47be-89cc-ef2f516a796d	LOTION CLODID-B LOTION
f37d8d95-42a6-4e20-aca4-c847d1131f88	LOTION CLOTRY
8ad4384b-50c4-4ba3-a301-387952bed4bc	LOTION DERMASOFT 100ML
12e1b5a8-904c-4dec-93ba-af05d60b620c	LOTION KETO AZ
20e6515a-573a-4af9-bbbb-db4daea09bc7	LOTION KETO LOTION 50ML
0706858a-6d7f-4f3a-9c8a-d6aecb94b2d7	LOTION LEOZOLE B
a6adf303-7de9-4299-b0cb-931c290e673b	LOTION LULIFIN LOTION 30
b0bb79f5-4952-4348-bb68-a674dffa65cd	LOTION MILDY SHAMPOO
86f699f3-d53b-4008-b294-17a39986372a	LOTION MOIZ CLEANSING
4966b42c-45d6-4ac5-b099-01c59f38cd38	LOTION PROPYSALIC NF
148cc80e-c20a-43d1-a1c5-b9976e8353cd	LOTION SUNSCREEN LOTION ORGELLO
a8904a7b-a4cc-4a90-a425-c32d895bd15b	LOTION WINSKIN
6bf300d9-56a1-458b-b560-47b9f124348c	LOTION WINSKIN PLUS
6a6dde7f-443d-46ce-b985-7e37fd3a528f	LOTION ZOLE F SKIN LOTION
d08dd642-584d-40a3-b9f9-89cfda357a35	OINT B TEX
b5468879-22e8-48f7-8eb4-a81d365843ed	OINT BETADIN OIN
bcba4084-345d-4221-aad7-4173e565c6a1	OINT FUCIDIN 5GM
04b4a83e-c243-4d08-b600-d40df2de32ed	OINT MUPICIP
ef777795-b32d-4326-a8aa-ab9183e4ca57	OINT TEZCORT 3S
47686bfe-9ef1-4f8b-8501-948f5e3c86ae	OINT TEZCORT 6S
2f358826-e309-42a2-8ded-0e2293eec6de	OINT WHITFIELD OINT
ddc2b0a5-d427-43ec-b38d-ca9dd8b11581	PILL DREZ SPRAY 40G
3d647da1-8992-468f-99aa-6e16cd95cf78	PWD CANDIGURD DUSTING POWDER
f48dc305-3d80-4a6f-a779-b0ab00ee3db9	PWD KETO POWDER 100GM
6aa14192-fba8-4022-a78a-47b519fc324e	PWD NEXPRO 20
7a03f074-bf79-4575-a711-0914e47bc654	SOAP DERMASOFT SOAP 100GM
293b269b-0ed2-43e7-ae9b-058268e0f2a0	SOAP KETO SOAP 125
448e30d1-af2a-4510-a9ef-824064879d02	SOAP KETO SOAP 50GM
6cc7aa4c-b8ac-423a-98c1-425f0e30598c	SUSP AZILIDE 100 REDIMIX
b1f356f1-c216-44a8-9846-2659bbfedf82	SUSP CEPODEM 100
af2f596e-bef4-4125-bd79-09c0667f9f7d	SUSP DOLOPAR 250
22f9ca54-2130-45b4-87d1-e66ce7eb2f6c	SUSP DREZ 10% SOLUTION 100 ML
c9f875bd-fe84-4e27-bd21-b4c943b398ee	SUSP DREZ SOLUTION 100ML
807978c0-4ede-4cf4-99b9-bf1ba857de78	SUSP METROGYL 60 ML
cbf13f29-541b-46c8-a98d-8067c0f974cf	SUSP MICROCEF 100
386658c3-0b87-488e-a750-32d11b303b63	SUSP MICROCEF 50
996d31f9-3f9d-4071-86ff-de4ddbecdb91	SUSP P 120
f4f03112-785e-4c9d-9bf7-2997b4670a0a	SUSP P 500
1f7eedfa-7b96-4375-955d-a68ea4e60fbe	SUSP RANTAC MPS
e07a4d91-ddae-4c72-ac21-9b8eb7489846	SYR ALKOF PLUS
2e2db3a3-5a9b-47bb-94fe-101065639190	SYR ASCAZIN
456b02b4-3a69-4042-90c7-b95c7503b3ef	SYR ASTHALIN
8c173e5a-bab3-4efa-a2ff-cfc7929e02bb	SYR BECOSULES SYP
f6055207-cad7-43f4-9514-a87c95a25578	SYR BROMO
55b3d332-54c5-481a-906a-016d492d8f29	SYR CHERICOF LS JUNIOR
844a781d-c51a-4ae1-b38f-cb7124e8492b	SYR CHERICOF LS SF
8111a575-312e-42e5-8dda-0ea933e81355	SYR COFSTOP A 100
4ec9b9d7-d13a-4314-9990-a013b5881020	SYR COFSTOP CDX
